UniqueCount	AmbigCount
7	6
855	47
1325	74
19709	1191
585	54
28	0
864	50
930	55
7724	397
137	4
786	30
22719	1268
954	57
667	37
842	51
999	59
36	1
2928	151
14144	785
1045	54
15	0
345	16
942	66
1649	95
1249	64
2061	103
1717	97
341	13
820	41
867	44
796	38
23	3
93	5
26	3
6	0
4	1
8	0
6	1
43	1
28	1
6426	329
1702	105
2571	156
146	6
195	3
248	5
448	18
861	13
91	9
2367	111
69	4
46	4
32	2
36	4
105	6
619	27
1702	111
5147	255
3913	202
5940	335
4299	298
3246	201
1281	66
1038	92
6494	227
0	0
5	0
0	0
0	0
1036	89
387	24
1150	130
7531	614
19404	1180
814	47
866	43
633	24
582	45
6971	141
19	0
1587	72
2748	144
634	46
73	12
44	5
43	4
11	5
11	3
11	2
2	0
7	1
670	36
763	52
465	25
2107	112
260	24
1308	150
2862	288
868	59
2350	114
497	66
1720	126
278	14
262	17
3231	176
1338	162
1171	158
174	8
123	7
2147	114
361	15
1222	7
9376	593
1123	58
2993	167
2293	128
811	44
2060	123
13520	746
39	3
129	18
228	11
2093	92
1057	58
599	40
1722	129
1936	155
357	41
36703	1940
127	5
143	20
1865	147
3264	224
380	33
354	25
356	23
2241	143
1456	122
848	52
28213	1460
1543	78
2480	140
31839	1478
1055	60
296	14
2987	178
21206	1147
607	24
374	21
825	39
1437	57
2002	151
2980	168
461	47
192	31
887	50
163	8
9823	245
3242	218
337	19
2104	120
335	19
714	34
414	29
9759	545
680	43
2491	153
9466	467
1624	83
0	0
941	37
803	41
1648	74
978	70
868	32
1185	59
3582	222
427	23
1180	115
351	69
1201	78
416	39
1901	154
2511	193
499	48
92	4
42	3
50	3
60	2
2596	152
2011	112
649	27
4	1
846	59
3490	189
2	0
1997	102
766	41
488	33
544	21
0	0
0	0
2	3
6	3
8	0
46	3
470	44
777	90
1709	121
14	12
2163	136
3386	207
100	5
1508	74
21945	1153
442	31
611	40
909	53
523	26
713	41
531	36
198	16
6433	322
2502	137
669	41
286	19
1814	104
1282	67
1961	158
1263	114
254	60
983	110
3691	236
2651	207
2600	218
620	62
597	37
1553	88
311	24
7776	469
6339	287
155250	6732
24925	1645
69953	3793
174	17
1410	78
2480	134
513	16
107	5
416	20
16	2
1276	80
781	90
498	70
305	31
146	36
553	51
474	29
190	12
559	17
1290	59
549	28
960	52
257	25
488	35
406	25
0	31
1154	59
1061	76
1546	119
960	68
322	40
429	43
1687	209
1043	147
2605	155
1013	55
681	33
2565	168
3126	185
3669	207
52	1
2297	134
5523	312
2066	94
2256	147
658	48
632	34
433	46
2440	126
1901	128
4460	256
2475	133
384	41
2738	190
1494	98
1475	137
852	87
405	50
1732	138
12455	1104
4667	999
2788	541
213	42
1275	102
59	4
973	54
11	0
12	2
25	2
1800	116
3044	171
451	20
194	9
4062	205
3017	159
704	39
1352	84
277	35
6449	413
524	27
8220	495
10614	621
636	29
160	11
1119	64
452	75
2410	156
2954	156
3380	198
1463	76
953	72
421	26
49	0
0	0
953	56
979	72
2634	144
406	27
956	68
17483	1115
17490	1091
3453	189
34300	1903
8560	540
824	60
821	74
2181	111
4045	217
782	30
1699	98
13660	601
16855	925
3719	206
58586	3096
66568	3882
153	147
5185	296
3285	179
17011	812
425	17
989	74
385	18
3081	204
1460	85
9618	446
337	16
284	5
630	28
874	55
228	10
909	63
2520	134
12605	558
538	30
165	11
667	40
1326	74
1341	75
7004	411
16875	1000
3059	135
6135	320
1319	82
1949	104
842	187
3955	379
188	16
269	29
1097	46
1083	36
2523	137
4775	137
527	14
743	23
407	20
1111	63
440	30
2423	131
1155	64
354	30
301	22
387	29
219	6
41	1
731	32
2208	106
1020	77
4131	177
721	30
2282	103
271	14
4	0
7	0
119	6
2746	173
7	0
119	17
172	18
1	10010
1	4
0	10838
5747	260
1530	54
1662	66
178	6
188	16
260	5
975	27
601	18
1327	47
6	0
0	0
0	0
56	5
1	0
8	0
43	2
210	9
288	11
0	0
73	4
2	0
6	0
0	0
30	1
55	3
5	0
0	0
19	1
4	1
37	1
108	9
16	1
4	0
13	3
53	3
41	6
1	0
9	0
13	1
1	0
80	5
5	1
3	0
0	0
22	4
12	1
1	1
8	1
0	0
15	0
283	21
2065	89
2298	79
1842	71
5991	152
893	45
2125	80
932	39
703	46
3221	146
97	10
4417	198
10	0
1184	74
2382	193
960	108
1470	75
78	2
312	15
193	13
207	13
1173	47
2597	144
322	10
414	31
5378	265
189	4
599	28
20	8
28	2
17	2
727	40
21	1
4581	247
1729	106
646	36
4682	236
3650	160
1086	47
521	37
189	14
4773	212
252	14
1027	65
581	40
1652	107
203	9
19137	1200
2	1
1107	57
1686	100
1209	84
76	22
2308	220
2094	265
683	49
3158	117
2899	250
2484	223
544	42
2484	120
157	9
83	4
580	25
1069	71
11960	588
565	28
5814	260
223	8
405	19
1664	90
3485	215
2634	172
51	4
2562	124
1261	84
1719	86
2392	134
614	42
412	33
1330	73
168	32
872	72
2024	125
1742	105
235	24
263	20
494	23
446	30
7900	483
610	26
2167	113
4	0
156	29
618	49
1470	271
1004	53
300	21
46	6
894	47
306	17
1	0
239	17
508	19
151	13
112	1
46	1
0	0
332	25
291	33
341	36
280	43
468	49
20	2
4	0
2552	99
48	1
95800	5188
7339	332
2267	80
1292	68
3335	48
309	13
0	0
2084	0
0	0
704	44
1031	46
1052	61
1243	75
575	18
244	7
130	14
494	23
55	3
693	23
392	25
167	10
792	48
299	39
610	62
250	42
231	13
206	10
4	0
72	4
71	4
52	5
36	2
22	1
112	4
181	10
817	45
2276	118
150	16
225	24
741	36
194	19
73	22
936	47
186	11
45	7
460	21
55	3
2501	105
2330	132
2038	84
625	40
44	3
497	46
575	46
856	25
69	6
4567	237
784	56
1224	76
1019	69
1044	74
18	1
39	1
88	4
2662	164
5236	275
99	3
2652	245
11425	812
5107	299
7556	418
1613	155
2724	209
868	68
6565	433
1327	115
3631	204
4182	216
8167	458
3700	187
203	12
383	19
750	43
982	61
582	27
2420	132
1513	103
18933	1084
0	7200
2064	144
3408	190
310	13
1458	78
769	48
796	60
220	11
493	44
1077	61
680	44
1750	86
3383	219
7139	206
4843	222
2531	72
2068	77
118677	5236
4461	193
638	21
48	4
354	19
3734	211
366	34
1309	72
1847	130
2428	107
8485	401
3702	181
3308	204
1628	107
1643	108
2134	121
2957	144
26	2
334	25
619	26
1398	64
394	21
20	0
4	0
618	37
103	10
97	9
460	23
103	7
283	17
218	17
511	34
52700	2806
2795	136
44312	2216
24079	1155
24999	1386
6140	355
43	3
115	10
79	5
16	0
53	3
105	4
66	6
53	3
781	30
275	10
1203	60
2073	86
169	6
110	14
217	23
225	17
3277	222
9419	676
4631	327
4938	288
565	123
1335	171
8002	417
19906	993
5800	382
1229	156
4917	315
4293	290
4205	377
3540	304
1030	167
4814	465
1697	202
2847	215
1928	237
1931	459
4262	660
6708	557
3174	165
2009	161
10580	614
2333	282
5206	491
7548	419
3697	161
20397	1127
703	50
743	32
1760	108
8700	449
843	44
26	0
92	7
4709	228
9612	701
34	0
88	7
1315	77
2564	140
60	5
128	10
523	33
1474	94
456	47
195	29
562	60
371	65
1007	82
278	15
661	30
1688	89
571	9
876	55
7188	407
65	5
504	37
516	20
572	39
1334	81
205	19
1496	155
7199	929
33863	2156
4501	631
9084	809
5658	63
10548	193
109	7
223	10
23	0
168	7
8	289
1546	49
862	38
530	2
474	18
49	1
24	0
7128	148
814	26
599	24
48	6
678	26
175	10
2253	107
54	4
4	0
632	18
480	24
2149	105
505	35
380	22
449	19
193	20
36	2
73	1
1452	67
121	8
450	16
47	139
0	7381
978	59
806	50
243	13
1101	57
7138	371
375	21
3793	196
1307	61
2	0
111	5
209	19
322	20
428	19
68	5
157	8
337	26
301	28
9	0
1241	80
332	23
271	14
93	10
43	9
355	29
136	1
15450	653
4308	291
83	6
736	42
1072	53
148	6
98	1
42	2
19	1
184	10
428	19
1912	95
811	28
8098	429
2071	87
7127	169
4250	202
37	1
3293	158
233	18
258	16
183	4
175	1
46	0
259	2
651	42
537	34
26	1
56	1
40636	2090
501	25
1521	44
456	12
935	18
491	25
1105	54
1532	9
757	50
442	44
378	37
88	12
496	37
896	63
846	46
154	9
856	50
201	13
4150	170
0	47
0	8646
135	3
146	9
21	2
2162	117
810	84
2726	126
12	1
1380	79
1920	154
2089	115
5	0
23273	1222
604	25
59	1
218	8
2336	79
4438	222
726	26
1041	49
317	14
466	21
407	15
615	33
179	7
366	12
1626	76
119	11
55	2
32	2
90	5
1436	79
1647	53
946	46
2875	183
37446	1721
10	1
1561	81
423	11
512	29
789	61
394	31
7	1
57	4
287	16
467	2
4397	198
717	36
1848	89
835	38
2305	149
1761	87
805	12
0	0
17324	31
416	10
60	2
282	2
2028	36
1318	34
266	7
44	2
38	2
96	7
253	1
145	5
21	1
1312	36
2840	45
822	35
4967	208
47	1
271	28
564	48
56	13
580	45
651	55
429	23
1310	81
1949	94
453	16
29234	1239
500	5
3216	95
265	6
122	0
17846	416
5121	226
40	2
346	8
382	12
27	1
33	1
0	7732
459	28
301	24
917	56
17	1
254	12
146	14
51	5
208	15
193	12
3	1
102	5
33	7
114	13
7	1
12278	667
53	3
739	41
2419	138
166	11
8	1
2385	116
59441	3155
20067	1182
237	33
843	46
6890	393
101	0
422	23
3048	140
527	40
987	64
15	2
1161	97
168	39
511	31
3061	139
7	2
16829	577
173	21
146	3
326	16
0	289
772	46
2560	158
507	35
65	3
4823	226
4801	290
500	27
44	4
0	32
152	3
767	29
581	20
1164	143
3997	227
1318	60
246	12
4913	273
32419	1946
14273	769
102	3
476	24
262	11
28	2
751	40
238	6
1	0
7500	398
45022	2450
42	3
12687	748
222	9
174	14
5411	267
2575	177
1213	89
5402	338
3752	201
2586	151
532	29
2050	107
3081	153
390	29
1172	67
304	28
519	40
871	48
441	19
309	9
752	50
1379	75
1509	86
361	19
466	35
3652	201
416	14
399	21
292	15
424	27
306	8
58	4
2229	78
147	5
168	14
1356	101
1744	111
141	16
146	8
3130	175
342	15
4	0
280	2
0	0
0	0
228	13
10	0
15	28
497	31
4176	221
805	40
177	13
437	23
295	19
372	31
761	33
98	2
1182	27
224	4
264	0
18	160
1889	269
83	23
6646	333
1	0
606	30
11	2
5	0
4337	202
2475	117
9955	445
11114	617
218	12
8	0
1375	62
221	15
1412	95
91	2
321	15
349	22
533	27
689	40
90	5
812	42
464	26
228	10
10822	175
133	9
26	2
23	1
14	1
23	2
142	7
488	36
150	8
918	96
1489	90
66	3
7502	404
2795	163
226	42
2533	114
37050	2184
4295	206
18310	1093
1090	88
940	82
3831	164
324	38
570	59
1398	102
485	37
1652	115
192	15
3072	131
3019	157
1000	50
19332	1049
25011	2017
3816	637
626	43
4116	249
809	44
449	33
2118	128
7551	430
255	20
49	12
88	7
570	42
1097	84
1056	73
3263	221
593	76
338	21
38	3
1439	89
257	19
1724	76
155	12
17	0
157	6
288	14
733	44
1836	101
1379	64
359	14
504	29
212	10
176	7
871	52
1079	64
317	24
97	5
95	2
611	26
313	21
58	1
1029	56
78	10
394	35
205	11
2	0
1561	88
6417	372
2636	141
0	0
14	1
91	5
603	20
530	28
4	0
24	0
1653	79
1807	117
946	42
153	11
2002	109
3973	147
1286	86
564	47
3657	211
551	32
900	46
2091	116
7168	319
200	6
61073	4255
118651	6776
585	13
89	3
13	0
7	0
13260	817
2	2
14	1
505	29
5384	361
2543	197
18	0
43	4
3538	185
196	51
220	16
125	1
180	11
152	11
263	12
613	40
244	16
1200	76
9	2
20	1
92	6
123	8
455	12
165	15
4	0
2288	71
130	2
50	7
95	8
521	22
88	1
130	4
171	7
52	2
24	2
61	2
4	1
236	8
136	6
22	0
24	3
40	1
18	1
237	28
716	77
371	33
2013	132
1144	83
4581	285
2661	167
123	7
67	1
0	0
0	0
18	0
0	0
0	0
0	0
63	0
0	0
404	28
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
71	0
372	32
168	4
105	5
50	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
589	2
3	219
1	4
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
77	4
49	1
5331	28
7665	83
8208	15
115	0
0	0
